V	%
0.043956043956	0.0
0.04884004884	9.9427661269e-06
0.0537240537241	2.78403881982e-05
0.0586080586081	4.98130974173e-05
0.0634920634921	9.90593642506e-05
0.0683760683761	0.000168324730613
0.0732600732601	0.000243595794365
0.0781440781441	0.000329676891395
0.0830280830281	0.000417559866288
0.0879120879121	0.000525261285585
0.0927960927961	0.000649178335218
0.0976800976801	0.000803924154393
0.102564102564	0.000973284056458
0.107448107448	0.00118928770163
0.112332112332	0.00143391826967
0.117216117216	0.0017287966227
0.1221001221	0.00205310242271
0.126984126984	0.00245488110269
0.131868131868	0.00287607849774
0.136752136752	0.00333070702169
0.141636141636	0.00379594573353
0.14652014652	0.00435086940974
0.151404151404	0.00495483924358
0.156288156288	0.00562827415117
0.161172161172	0.00632793368685
0.166056166056	0.00714870842664
0.17094017094	0.00801292286081
0.175824175824	0.00896281871545
0.180708180708	0.00995575570613
0.185592185592	0.0110844198874
0.190476190476	0.01230377033
0.19536019536	0.0136126038703
0.200244200244	0.0149782933961
0.205128205128	0.0165205461588
0.210012210012	0.0181298630663
0.214896214896	0.0198883222785
0.21978021978	0.0217182466013
0.224664224664	0.0237894010703
0.229548229548	0.0259548457715
0.234432234432	0.0290722310318
0.239316239316	0.0307982766677
0.2442002442	0.0334748298872
0.249084249084	0.0362289324269
0.253968253968	0.0391540505733
0.258852258852	0.0421348528353
0.263736263736	0.0454139278954
0.26862026862	0.0488162944519
0.273504273504	0.0524334232596
0.278388278388	0.0562036616704
0.283272283272	0.0603954783786
0.288156288156	0.0646887004754
0.29304029304	0.0691529359466
0.297924297924	0.0737066533384
0.302808302808	0.0787793814151
0.307692307692	0.0840966898499
0.312576312576	0.0897500725333
0.31746031746	0.0951230579808
0.322344322344	0.101106543539
0.327228327228	0.107235178695
0.332112332112	0.113713777266
0.336996336996	0.120345517709
0.34188034188	0.127555900585
0.346764346764	0.134959182538
0.351648351648	0.142658753527
0.356532356532	0.150487573181
0.361416361416	0.159457803963
0.3663003663	0.168457880858
0.371184371184	0.177746263446
0.376068376068	0.187201705079
0.380952380952	0.197542017281
0.385836385836	0.207434937942
0.39072039072	0.216434995963
0.395604395604	0.227857084906
0.400488400488	0.240657227045
0.405372405372	0.253115332288
0.410256410256	0.274001037988
0.41514041514	0.278814715313
0.420024420024	0.291611610375
0.424908424908	0.304982955895
0.429792429792	0.318770278303
0.434676434676	0.332379358533
0.43956043956	0.347335464112
0.444444444444	0.362648133196
0.449328449328	0.378792790556
0.454212454212	0.39410545964
0.459096459096	0.411022675655
0.46398046398	0.428672874553
0.468864468864	0.446580556473
0.473748473748	0.463279936271
0.478632478632	0.482098827017
0.483516483516	0.500917717762
0.4884004884	0.521301620253
0.493284493284	0.541447826594
0.498168498168	0.563337232064
0.503052503053	0.58510773365
0.507936507937	0.60810647238
0.512820512821	0.6315013443
0.517704517705	0.656164100168
0.522588522589	0.680272095039
0.527472527473	0.705410241177
0.532356532357	0.730587961061
0.537240537241	0.758043850141
0.542124542125	0.785935484716
0.547008547009	0.814480810593
0.551892551893	0.8431846486
0.556776556777	0.874087291163
0.561660561661	0.905861643895
0.566544566545	0.940448845681
0.571428571429	0.974362496234
0.576312576313	1.008434734
0.581196581197	1.03929772976
0.586080586081	1.07398401
0.590964590965	1.11086916989
0.595848595849	1.15145859875
0.600732600733	1.1892945412
0.605616605617	1.22253471358
0.610500610501	1.25100089399
0.615384615385	1.28449858592
0.620268620269	1.32637568561
0.625152625153	1.37362096181
0.630036630037	1.41658749626
0.634920634921	1.45840508718
0.639804639805	1.49895516553
0.644688644689	1.54354610685
0.649572649573	1.58562136546
0.654456654457	1.62846903256
0.659340659341	1.674308144
0.664224664225	1.72242490917
0.669108669109	1.7673130899
0.673992673993	1.8147566732
0.678876678877	1.86521118939
0.683760683761	1.91778551485
0.688644688645	1.97465821877
0.693528693529	2.04094041068
0.698412698413	2.10926324407
