0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 1
7, 1
8, 2
9, 3
10, 4
11, 5
12, 6
13, 8
14, 9
15, 11
16, 12
17, 14
18, 16
19, 18
20, 21
21, 23
22, 25
23, 28
24, 31
25, 34
26, 36
27, 40
28, 43
29, 46
30, 50
31, 53
32, 57
33, 61
34, 65
35, 69
36, 73
37, 77
38, 81
39, 86
40, 91
41, 95
42, 100
43, 105
44, 110
45, 116
46, 121
47, 127
48, 132
49, 138
50, 144
51, 150
52, 156
53, 162
54, 168
55, 174
56, 181
57, 188
58, 194
59, 201
60, 208
61, 215
62, 222
63, 230
64, 237
65, 245
66, 252
67, 260
68, 268
69, 276
70, 284
71, 292
72, 300
73, 309
74, 317
75, 326
76, 334
77, 343
78, 352
79, 361
80, 370
81, 379
82, 389
83, 398
84, 408
85, 417
86, 427
87, 437
88, 447
89, 457
90, 467
91, 477
92, 487
93, 498
94, 508
95, 519
96, 530
97, 540
98, 551
99, 562
100, 573
101, 584
102, 595
103, 607
104, 618
105, 630
106, 641
107, 653
108, 665
109, 677
110, 688
111, 700
112, 713
113, 725
114, 737
115, 749
116, 762
117, 774
118, 787
119, 799
120, 812
121, 825
122, 838
123, 851
124, 864
125, 877
126, 890
127, 904
128, 917
129, 930
130, 944
131, 957
132, 971
133, 985
134, 998
135, 1012
136, 1026
137, 1040
138, 1054
139, 1068
140, 1082
141, 1097
142, 1111
143, 1125
144, 1140
145, 1154
146, 1169
147, 1183
148, 1198
149, 1213
150, 1228
151, 1242
152, 1257
153, 1272
154, 1287
155, 1302
156, 1318
157, 1333
158, 1348
159, 1363
160, 1379
161, 1394
162, 1410
163, 1425
164, 1441
165, 1456
166, 1472
167, 1488
168, 1503
169, 1519
170, 1535
171, 1551
172, 1567
173, 1583
174, 1599
175, 1615
176, 1631
177, 1647
178, 1663
179, 1680
180, 1696
181, 1712
182, 1728
183, 1745
184, 1761
185, 1778
186, 1794
187, 1811
188, 1827
189, 1844
190, 1861
191, 1877
192, 1894
193, 1911
194, 1928
195, 1944
196, 1961
197, 1978
198, 1995
199, 2012
200, 2029
201, 2046
202, 2063
203, 2080
204, 2097
205, 2114
206, 2131
207, 2149
208, 2166
209, 2183
210, 2200
211, 2217
212, 2235
213, 2252
214, 2269
215, 2287
216, 2304
217, 2322
218, 2339
219, 2357
220, 2374
221, 2391
222, 2409
223, 2427
224, 2444
225, 2462
226, 2479
227, 2497
228, 2514
229, 2532
230, 2550
231, 2567
232, 2585
233, 2603
234, 2621
235, 2638
236, 2656
237, 2674
238, 2692
239, 2710
240, 2727
241, 2745
242, 2763
243, 2781
244, 2799
245, 2817
246, 2834
247, 2852
248, 2870
249, 2888
250, 2906
251, 2924
252, 2942
253, 2960
254, 2978
255, 2996
256, 3014
257, 3032
258, 3050
259, 3068
260, 3086
261, 3104
262, 3122
263, 3140
264, 3158
265, 3176
266, 3194
267, 3212
268, 3231
269, 3249
270, 3267
271, 3285
272, 3303
273, 3321
274, 3339
275, 3357
276, 3375
277, 3393
278, 3412
279, 3430
280, 3448
281, 3466
282, 3484
283, 3502
284, 3520
285, 3539
286, 3557
287, 3575
288, 3593
289, 3611
290, 3629
291, 3648
292, 3666
293, 3684
294, 3702
295, 3720
296, 3738
297, 3757
298, 3775
299, 3793
300, 3811
301, 3829
302, 3847
303, 3866
304, 3884
305, 3902
306, 3920
307, 3938
308, 3957
309, 3975
310, 3993
311, 4011
312, 4029
313, 4048
314, 4066
315, 4084
316, 4102
317, 4120
318, 4138
319, 4157
320, 4175
321, 4193
322, 4211
323, 4229
324, 4247
325, 4266
326, 4284
327, 4302
328, 4320
329, 4338
330, 4357
331, 4375
332, 4393
333, 4411
334, 4429
335, 4447
336, 4466
337, 4484
338, 4502
339, 4520
340, 4538
341, 4556
342, 4574
343, 4593
344, 4611
345, 4629
346, 4647
347, 4665
348, 4683
349, 4701
350, 4720
351, 4738
352, 4756
353, 4774
354, 4792
355, 4810
356, 4828
357, 4846
358, 4865
359, 4883
360, 4901
361, 4919
362, 4937
363, 4955
364, 4973
365, 4991
366, 5009
367, 5027
368, 5046
369, 5064
370, 5082
371, 5100
372, 5118
373, 5136
374, 5154
375, 5172
376, 5190
377, 5208
