V	%
0.02442002442	0.0
0.029304029304	6.37509042933e-06
0.034188034188	1.21372003496e-05
0.039072039072	1.06663140501e-05
0.043956043956	2.12094837514e-05
0.04884004884	2.96687866441e-05
0.0537240537241	3.32242262611e-05
0.0586080586081	3.23659796166e-05
0.0634920634921	3.17529991075e-05
0.0683760683761	3.82505473767e-05
0.0732600732601	5.05105512211e-05
0.0781440781441	6.52221458492e-05
0.0830280830281	6.98810886444e-05
0.0879120879121	8.4960402447e-05
0.0927960927961	0.000102369190048
0.0976800976801	9.19488190403e-05
0.102564102564	0.000113035504098
0.107448107448	0.000147853079299
0.112332112332	0.000200570305624
0.117216117216	0.000270696314749
0.1221001221	0.000345971453285
0.126984126984	0.000420020626002
0.131868131868	0.000491004881772
0.136752136752	0.00056321510336
0.141636141636	0.000655408502027
0.14652014652	0.000752751370958
0.151404151404	0.000867993209306
0.156288156288	0.000988262055278
0.161172161172	0.00111576389267
0.166056166056	0.00125773206335
0.17094017094	0.00143206657371
0.175824175824	0.00163043017543
0.180708180708	0.00183504576163
0.185592185592	0.00221310419344
0.190476190476	0.00228858158328
0.19536019536	0.00251136493357
0.200244200244	0.00275971416638
0.205128205128	0.0030762365255
0.210012210012	0.00339519373514
0.214896214896	0.00374702008267
0.21978021978	0.00414997814724
0.224664224664	0.00454684798131
0.229548229548	0.00496563175817
0.234432234432	0.00542580636171
0.239316239316	0.00592250271499
0.2442002442	0.00645572225823
0.249084249084	0.00700720164417
0.253968253968	0.00758302915132
0.258852258852	0.00823311796726
0.263736263736	0.00891120612402
0.26862026862	0.00961120755146
0.273504273504	0.0103793827773
0.278388278388	0.0111633829473
0.283272283272	0.0120228650199
0.288156288156	0.012937128733
0.29304029304	0.0138562594586
0.297924297924	0.0148094798199
0.302808302808	0.0158503516797
0.307692307692	0.0169021801267
0.312576312576	0.0180392271421
0.31746031746	0.0192566217283
0.322344322344	0.0205324506149
0.327228327228	0.0219446271463
0.332112332112	0.0233848022985
0.336996336996	0.0248395908744
0.34188034188	0.026425855906
0.346764346764	0.0280522906423
0.351648351648	0.0297615125529
0.356532356532	0.0315705609348
0.361416361416	0.0332529984814
0.3663003663	0.0350644838261
0.371184371184	0.0372448314547
0.376068376068	0.0391792736305
0.380952380952	0.041351104275
0.385836385836	0.0435156351208
0.39072039072	0.0456838090729
0.395604395604	0.0481380772417
0.400488400488	0.052342896746
0.405372405372	0.0536960577969
0.410256410256	0.056341442865
0.41514041514	0.0591087288846
0.420024420024	0.0620101078711
0.424908424908	0.0651187323973
0.429792429792	0.068178596543
0.434676434676	0.0712018875227
0.43956043956	0.0745543240334
0.444444444444	0.077845813429
0.449328449328	0.0812348120638
0.454212454212	0.0849651655279
0.459096459096	0.0886101806448
0.46398046398	0.0924136689188
0.468864468864	0.0965463084848
0.473748473748	0.100727719473
0.478632478632	0.105092000612
0.483516483516	0.109492838113
0.4884004884	0.113857097648
0.493284493284	0.118660221252
0.498168498168	0.123707178924
0.503052503053	0.128680958098
0.507936507937	0.134020478054
0.512820512821	0.13938438348
0.517704517705	0.14496771542
0.522588522589	0.150441345144
0.527472527473	0.155853999429
0.532356532357	0.161522670196
0.537240537241	0.167788690191
0.542124542125	0.174079084615
0.547008547009	0.180503556644
0.551892551893	0.18791549263
0.556776556777	0.195108001622
0.561660561661	0.202483391806
0.566544566545	0.209358909837
0.571428571429	0.215978477637
0.576312576313	0.223329438183
0.581196581197	0.231058343527
0.586080586081	0.238787248391
0.590964590965	0.247393860749
0.595848595849	0.255720093237
0.600732600733	0.263973190435
0.605616605617	0.273091813193
0.610500610501	0.282320181853
0.615384615385	0.291828908779
0.620268620269	0.30143517807
0.625152625153	0.309578550969
0.630036630037	0.320989049397
0.634920634921	0.330290531263
0.639804639805	0.340713554692
0.644688644689	0.351429161527
0.649572649573	0.360828185758
0.654456654457	0.372775058454
0.659340659341	0.38372229582
0.664224664225	0.395547240199
0.669108669109	0.408115847594
0.673992673993	0.421257439868
0.678876678877	0.434618393845
0.683760683761	0.447065095007
0.688644688645	0.460340775448
0.693528693529	0.473908996088
0.698412698413	0.48736749243
0.703296703297	0.501338022216
0.708180708181	0.515588950114
0.713064713065	0.530620045062
0.717948717949	0.563030066871
0.722832722833	0.563396830693
0.727716727717	0.576354471686
0.732600732601	0.59310172867
0.737484737485	0.609360052037
0.742368742369	0.625740540398
0.747252747253	0.64346562141
0.752136752137	0.659846114571
0.757020757021	0.677938093827
0.761904761905	0.6966412197
0.766788766789	0.715099789951
0.771672771673	0.734780739851
0.776556776557	0.753850591142
0.781440781441	0.773164950047
0.786324786325	0.794557477256
0.791208791209	0.814849708196
0.796092796093	0.836608917615
0.800976800977	0.858245779611
0.805860805861	0.880127158824
0.810744810745	0.903353255508
0.815628815629	0.928412926467
0.820512820513	0.952250212975
0.825396825397	0.975353971838
0.830280830281	0.997235610292
0.835164835165	1.02021702173
0.840048840049	1.04588796893
0.844932844933	1.07278129578
0.849816849817	1.10053032486
0.854700854701	1.12852395278
0.859584859585	1.15480617622
0.864468864469	1.18353307254
0.869352869353	1.21653856648
0.874236874237	1.24392082694
0.879120879121	1.27313683451
0.884004884005	1.30418649796
0.888888888889	1.33474705497
0.893772893773	1.36763020149
0.898656898657	1.39953556718
0.903540903541	1.43119633405
0.908424908425	1.46517987285
0.913308913309	1.49794084957
0.918192918193	1.53167969833
0.923076923077	1.56688543915
0.927960927961	1.60331391008
0.932844932845	1.63888659235
0.937728937729	1.67629275768
0.942612942613	1.71308764197
0.947496947497	1.752327468
0.952380952381	1.7937675361
