V	%
0.224664224664	0.0
0.229548229548	3.28209144766e-05
0.234432234432	0.00011360892844
0.239316239316	0.000164100119098
0.2442002442	0.000191366507622
0.249084249084	0.000198940367935
0.253968253968	0.000312549245188
0.258852258852	0.000367082022237
0.263736263736	0.000474631565541
0.26862026862	0.000463523946877
0.273504273504	0.000456453512507
0.278388278388	0.000288314724688
0.283272283272	0.000192377608044
0.288156288156	0.000193892083221
0.29304029304	0.000293866384158
0.297924297924	0.000396367693935
0.302808302808	0.000412524979367
0.307692307692	0.00045847279568
0.312576312576	0.000482205374667
0.31746031746	0.000591269444335
0.322344322344	0.000667514032768
0.327228327228	0.000758401431457
0.332112332112	0.000788693852665
0.336996336996	0.000804852622526
0.34188034188	0.000807883006121
0.346764346764	0.000791219428264
0.351648351648	0.00078819047791
0.356532356532	0.000786674569492
0.361416361416	0.000843226578526
0.3663003663	0.00082656443391
0.371184371184	0.000873018542649
0.376068376068	0.00088564063649
0.380952380952	0.000873523350646
0.385836385836	0.000857869439969
0.39072039072	0.000806873390128
0.395604395604	0.000870492967051
0.400488400488	0.000910889123894
0.405372405372	0.000852317780499
0.410256410256	0.000924522318156
0.41514041514	0.000895740021214
0.420024420024	0.000938154079177
0.424908424908	0.000896246313639
0.429792429792	0.00084726811373
0.434676434676	0.00083110934387
0.43956043956	0.000778595901182
0.444444444444	0.000787687103154
0.449328449328	0.000726588699732
0.454212454212	0.000707403897187
0.459096459096	0.000640247644244
0.46398046398	0.00063368201787
0.468864468864	0.000596317677863
0.473748473748	0.00053168843376
0.478632478632	0.000418585797744
0.483516483516	0.000392835368825
0.4884004884	0.000423634031272
0.493284493284	0.000444336226663
0.498168498168	0.00050139457931
0.503052503053	0.000388289025625
0.507936507937	0.000378695882138
0.512820512821	0.000390813167982
0.517704517705	0.000457966503256
0.522588522589	0.000520076007099
0.527472527473	0.000542291193239
0.532356532357	0.00058167481642
0.537240537241	0.000616013123743
0.542124542125	0.000618535781672
0.547008547009	0.000660444980452
0.551892551893	0.000611466780543
0.556776556777	0.000686701701796
0.561660561661	0.000718511515851
0.566544566545	0.000725579083739
0.571428571429	0.000677105691827
0.576312576313	0.000704878321589
0.581196581197	0.000766478615338
0.586080586081	0.000839694253417
0.590964590965	0.000897255980819
0.595848595849	0.00089978007199
0.600732600733	0.000987637087083
0.605616605617	0.000994706088212
0.610500610501	0.00091593884185
0.615384615385	0.000913918074248
0.620268620269	0.00102449805233
0.625152625153	0.00114214268064
0.630036630037	0.00116385740969
0.634920634921	0.00112851240405
0.639804639805	0.00116840231965
0.644688644689	0.00124918884919
0.649572649573	0.00126181237627
0.654456654457	0.00134057962263
0.659340659341	0.00135169015897
0.664224664225	0.00144510026677
0.669108669109	0.00140571664359
0.673992673993	0.00146832803776
0.678876678877	0.00148044527242
0.683760683761	0.00150619718576
0.688644688645	0.00154154219141
0.693528693529	0.00143197336493
0.698412698413	0.00150973094411
0.703296703297	0.00141177597754
0.708180708181	0.00144661474195
0.713064713065	0.00154558224219
0.717948717949	0.00161273854632
0.722832722833	0.00160566662752
0.727716727717	0.00160263767716
0.732600732601	0.00147489223089
0.737484737485	0.00152184822996
0.742368742369	0.00150771166094
0.747252747253	0.00152841385633
0.752136752137	0.00148549355713
0.757020757021	0.00152689938116
0.761904761905	0.00155568019367
0.766788766789	0.00161223225389
0.771672771673	0.00164353725995
0.776556776557	0.00168241750838
0.781440781441	0.00172483008191
0.786324786325	0.00170160374416
0.791208791209	0.00172129483913
0.796092796093	0.00167989193278
0.800976800977	0.00165818007021
0.805860805861	0.00167332917289
0.810744810745	0.00167786968075
0.815628815629	0.00166777172926
0.820512820513	0.00168847392465
0.825396825397	0.00163192334886
0.830280830281	0.00156426372116
0.835164835165	0.00148549355713
0.840048840049	0.00142641883898
0.844932844933	0.00135673695925
0.849816849817	0.00139006124848
0.854700854701	0.00137491649671
0.859584859585	0.00138147920542
0.864468864469	0.00144308093241
0.869352869353	0.00141733050349
0.874236874237	0.00151831590485
0.879120879121	0.00160263767716
0.884004884005	0.00159708315121
0.888888888889	0.00167585331524
0.893772893773	0.00160162800998
0.898656898657	0.00166120902056
0.903540903541	0.00164454687594
0.908424908425	0.00163747935924
0.913308913309	0.00160768739512
0.918192918193	0.0016066762947
0.923076923077	0.001577390623
0.927960927961	0.00162687511533
0.932844932845	0.00159405420086
0.937728937729	0.00154558224219
0.942612942613	0.00152689938116
0.947496947497	0.0014546948435
0.952380952381	0.0014279347474
0.957264957265	0.00141581459507
0.962148962149	0.00136784601116
0.967032967033	0.0014516644599
0.971916971917	0.00140470697641
0.976800976801	0.00134866120861
0.981684981685	0.00134512453259
0.986568986569	0.00122697217862
0.991452991453	0.00120374589206
0.996336996337	0.0011613318341
1.00122100122	0.00125827718468
1.00610500611	0.00137895654749
1.01098901099	0.0013274527208
1.01587301587	0.00142035945384
1.02075702076	0.00143853607364
1.02564102564	0.00149357509192
1.03052503053	0.00155719323561
1.03540903541	0.00150114746781
1.04029304029	0.00155214351765
1.04517704518	0.00158143067378
1.05006105006	0.00156729267152
1.05494505495	0.00160869701111
1.05982905983	0.00160819220312
1.06471306471	0.00160162800998
1.0695970696	0.00164303096752
1.07448107448	0.00163192334886
1.07936507937	0.00161071634547
1.08424908425	0.00163394263203
1.08913308913	0.00158799630015
1.09401709402	0.00148448388995
1.0989010989	0.00156527333716
1.10378510379	0.00158849819048
1.10866910867	0.00153346208986
1.11355311355	0.00152790899715
1.11843711844	0.00150114746781
1.12332112332	0.00150821795337
1.12820512821	0.00149003984914
