V	MHz
0.0	64.66134594
0.004884004884	64.68937324
0.00976800976801	64.74804899
0.014652014652	64.76997121
0.019536019536	64.82727377
0.02442002442	64.87936662
0.029304029304	64.90466855
0.034188034188	64.96109807
0.039072039072	64.98237365
0.043956043956	65.03824215
0.04884004884	65.09030731
0.0537240537241	65.11506701
0.0586080586081	65.17051369
0.0634920634921	65.19156838
0.0683760683761	65.24638555
0.0732600732601	65.29765799
0.0781440781441	65.32175299
0.0830280830281	65.37688739
0.0879120879121	65.3978837
0.0927960927961	65.45377397
0.0976800976801	65.50539514
0.102564102564	65.52931603
0.107448107448	65.58341376
0.112332112332	65.60364513
0.117216117216	65.65765619
0.1221001221	65.70739168
0.126984126984	65.73088294
0.131868131868	65.78521056
0.136752136752	65.80543908
0.141636141636	65.85839386
0.14652014652	65.90876102
0.151404151404	65.93124481
0.156288156288	65.98385378
0.161172161172	66.00305258
0.166056166056	66.05583117
0.17094017094	66.10640551
0.175824175824	66.12919296
0.180708180708	66.18171
0.185592185592	66.20193
0.190476190476	66.25509648
0.19536019536	66.30394252
0.200244200244	66.32581415
0.205128205128	66.37914582
0.210012210012	66.39847357
0.214896214896	66.4501954
0.21978021978	66.4987872
0.224664224664	66.52109229
0.229548229548	66.57218025
0.234432234432	66.59195696
0.239316239316	66.64330802
0.2442002442	66.6935347
0.249084249084	66.71563114
0.253968253968	66.76680915
0.258852258852	66.78641098
0.263736263736	66.83700215
0.26862026862	66.88533979
0.273504273504	66.90695431
0.278388278388	66.95634071
0.283272283272	66.97547487
0.288156288156	67.02663525
0.29304029304	67.07458244
0.297924297924	67.0957399
0.302808302808	67.14540837
0.307692307692	67.16388465
0.312576312576	67.21340137
0.31746031746	67.25922307
0.322344322344	67.28130599
0.327228327228	67.33152289
0.332112332112	67.35039385
0.336996336996	67.40035958
0.34188034188	67.44821792
0.346764346764	67.46937825
0.351648351648	67.51821457
0.356532356532	67.53645817
0.361416361416	67.58601531
0.3663003663	67.63346227
0.371184371184	67.65378011
0.376068376068	67.70242944
0.380952380952	67.72095744
0.385836385836	67.76980596
0.39072039072	67.81607593
0.395604395604	67.83647927
0.400488400488	67.88689869
0.405372405372	67.90501684
0.410256410256	67.9541438
0.41514041514	67.9997823
0.420024420024	68.01990336
0.424908424908	68.06862302
0.429792429792	68.08632091
0.434676434676	68.13328847
0.43956043956	68.18007429
0.444444444444	68.19983323
0.449328449328	68.24809243
0.454212454212	68.26544245
0.459096459096	68.31245262
0.46398046398	68.35795868
0.468864468864	68.3773829
0.473748473748	68.42378958
0.478632478632	68.44145838
0.483516483516	68.48949425
0.4884004884	68.53554686
0.493284493284	68.55501505
0.498168498168	68.60252661
0.503052503053	68.62063
0.507936507937	68.66763491
0.512820512821	68.7124977
0.517704517705	68.73252801
0.522588522589	68.779772
0.527472527473	68.79737443
0.532356532357	68.84429808
0.537240537241	68.89014551
0.542124542125	68.90877717
0.547008547009	68.95547298
0.551892551893	68.97354973
0.556776556777	69.02151092
0.561660561661	69.06792831
0.566544566545	69.0868023
0.571428571429	69.13329844
0.576312576313	69.15134386
0.581196581197	69.19807372
0.586080586081	69.24359294
0.590964590965	69.26185343
0.595848595849	69.30847125
0.600732600733	69.32665089
0.605616605617	69.37278646
0.610500610501	69.41795024
0.615384615385	69.43658013
0.620268620269	69.4823659
0.625152625153	69.49967111
0.630036630037	69.54463029
0.634920634921	69.59029917
0.639804639805	69.60843165
0.644688644689	69.65545013
0.649572649573	69.67321087
0.654456654457	69.71966795
0.659340659341	69.7662555
0.664224664225	69.78400679
0.669108669109	69.82986346
0.673992673993	69.84809918
0.678876678877	69.89464584
0.683760683761	69.94112541
0.688644688645	69.95830102
0.693528693529	70.00506039
0.698412698413	70.02257674
0.703296703297	70.0683668
0.708180708181	70.11607931
0.713064713065	70.13386645
0.717948717949	70.18107982
0.722832722833	70.19897768
0.727716727717	70.24527152
0.732600732601	70.29141984
0.737484737485	70.30971711
0.742368742369	70.35599469
0.747252747253	70.3735405
0.752136752137	70.41974468
0.757020757021	70.4665356
0.761904761905	70.48436778
0.766788766789	70.53007327
0.771672771673	70.5716396
0.776556776557	70.59413708
0.781440781441	70.64000238
0.786324786325	70.65663833
0.791208791209	70.70337188
0.796092796093	70.74547604
0.800976800977	70.7680084
0.805860805861	70.81433405
0.810744810745	70.83228865
0.815628815629	70.87898486
0.820512820513	70.92100359
0.825396825397	70.94283488
0.830280830281	70.98983594
0.835164835165	71.00792863
0.840048840049	71.05445069
0.844932844933	71.09652398
0.849816849817	71.1188095
0.854700854701	71.16546142
0.859584859585	71.18346999
0.864468864469	71.23076038
0.869352869353	71.27460778
0.874236874237	71.29662831
0.879120879121	71.34421162
0.884004884005	71.36209032
0.888888888889	71.41019171
0.893772893773	71.45329051
0.898656898657	71.47504928
0.903540903541	71.52219565
0.908424908425	71.54086568
0.913308913309	71.58894067
0.918192918193	71.63354795
0.923076923077	71.6553582
0.927960927961	71.70340939
0.932844932845	71.72162342
0.937728937729	71.76997181
0.942612942613	71.81407393
0.947496947497	71.83711944
0.952380952381	71.88669105
0.957264957265	71.90544411
0.962148962149	71.95490339
0.967032967033	72.0015803
0.971916971917	72.02364588
0.976800976801	72.07391065
0.981684981685	72.09211244
0.986568986569	72.1420195
0.991452991453	72.18904235
0.996336996337	72.2112379
1.00122100122	72.26061019
1.00610500611	72.27946916
1.01098901099	72.32991673
1.01587301587	72.3767207
1.02075702076	72.39967521
1.02564102564	72.45082433
1.03052503053	72.46996286
1.03540903541	72.52078046
1.04029304029	72.56812774
