V	%
0.004	0.0
0.008	0.000288878559596
0.012	0.00150791944762
0.016	0.00478766209605
0.02	0.0118054351939
0.024	0.0246230986928
0.028	0.0456267623433
0.032	0.0777631694997
0.036	0.124645983847
0.04	0.188616529913
0.044	0.276652872768
0.048	0.388569298452
0.052	0.524972351345
0.056	0.706120898836
0.06	0.929617878229
0.064	1.18419823077
0.068	1.49303460695
0.072	1.85417149466
0.076	2.2955758484
0.08	2.75954410238
0.084	3.30574372935
0.088	3.93752995281
0.092	4.61531948871
0.096	5.3736167168
0.1	6.25219381476
0.104	7.27098770039
0.108	8.29716156896
0.112	9.39818682759
0.116	10.6575425431
0.12	11.9950082877
0.124	13.4632967947
0.128	14.7414363805
0.132	16.3661398627
0.136	18.0632980788
0.14	19.8601319153
0.144	21.8942411625
0.148	23.5475798487
0.152	25.4429802273
0.156	27.7067528944
0.16	29.9465992839
0.164	32.2649046646
0.168	33.9546000133
0.172	36.4537388229
0.176	39.4121406272
0.18	41.9160602079
0.184	44.8361877208
0.188	46.8569320904
0.192	49.2326433978
0.196	52.1173780029
0.2	54.7007077886
0.204	57.1768855956
0.208	60.1218877496
0.212	62.788474209
0.216	65.549770101
0.22	68.059438388
0.224	70.2878040863
0.228	72.8587078573
0.232	75.2678986238
0.236	77.9631811109
0.24	80.1599750981
0.244	82.5069793567
0.248	84.4760581453
0.252	86.6384214595
0.256	88.6964695252
0.26	89.9862292351
0.264	91.2645029334
0.268	92.1112584509
0.272	92.1925849546
0.276	94.0832074123
0.28	94.8390583525
0.284	96.3594201551
0.288	95.7164508985
0.292	96.9162737762
0.296	97.2712325433
0.3	97.0827536808
0.304	97.8539230402
0.308	98.0213539687
0.312	97.9639510822
0.316	98.0921622058
0.32	97.9448278076
0.324	99.3254757536
0.328	98.2768251921
0.332	99.2785799229
0.336	99.5005604762
0.34	99.2996276669
0.344	98.6356106662
0.348	99.5723197372
0.352	99.1283588205
0.356	98.922670132
0.36	97.4061350364
0.364	97.7218739987
0.368	98.0376348126
0.372	98.5016814287
0.376	99.5034361595
0.38	99.9244138419
0.384	99.2422247804
0.388	98.9915426888
0.392	99.4144558615
0.396	98.6987651092
0.4	98.9446690898
0.404	98.4739311043
0.408	100.0
